Row.names	Gene.names	Gene.description	AvgChrs	NormPosition	Gene Length	AM_04M_F10	AM_04M_F10_P
ENSMUSG00000000562	Adora3	adenosine A3 receptor	2.661647736	0.6616477363613824	15.216291155757055	2.67921792561136	23.43515506242149
ENSMUSG00000000579	Dynlt1c	dynein light chain Tctex-type 1C	16.069543239	0.06954323911463885	12.984240425230123	2.18460084658027	23.774986044620075
ENSMUSG00000000581	C1d	C1D nuclear receptor co-repressor	10.141407421	0.1414074205515198	13.501464025860455	5.452613926433459	24.030100271350214
ENSMUSG00000000600	Krit1	KRIT1, ankyrin repeat containing	4.02518775	0.025187749592181456	15.371095967259532	4.76956334730142	23.437152364492917
ENSMUSG00000000605	Clcn4	chloride channel, voltage-sensitive 4	6.050134122999999	0.0501341230357157	14.178509245652183	6.991955768637871	24.670398843477738
ENSMUSG00000000673	Haao	3-hydroxyanthranilate 3,4-dioxygenase	16.882634822	0.8826348216699478	13.913824390408063	1.0942554248902	23.707662937576348
ENSMUSG00000000682	Cd52	CD52 antigen	3.85675279	0.8567527897403097	13.625023856880407	7.07451305753225	24.934986579461906
ENSMUSG00000000693	Loxl3	lysyl oxidase-like 3	5.5545965210000015	0.5545965211458798	14.166555407191236	2.0942554248902	23.596166002613604
ENSMUSG00000000708	Kat2b	K(lysine) acetyltransferase 2B	16.564494484	0.5644944836871879	16.691784405127613	5.43179104883404	23.333847980922176
ENSMUSG00000000732	Icosl	icos ligand	9.597395552	0.5973955521004543	13.834767301405412	5.837473860231402	24.118199614021265
ENSMUSG00000000738	Spg7	SPG7, paraplegin matrix AAA peptidase subunit	7.951152992999999	0.9511529926693963	15.08754571427451	5.837473860231402	23.768509554340923
ENSMUSG00000000759	Tubgcp3	tubulin, gamma complex associated protein 3	7.097705904	0.09770590403970944	15.8230437518722	5.16875664300025	23.42749750988281
ENSMUSG00000000776	Polr3d	polymerase (RNA) III (DNA directed) polypeptide D	13.563969868	0.5639698675069441	12.19537220740274	4.23022150509701	23.914325515795774
ENSMUSG00000000782	Tcf7	transcription factor 7, T cell specific	10.428134041	0.4281340412445373	14.903269925939357	1.18460084658027	23.52603069855273
ENSMUSG00000000794	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	2.559846458	0.5598464580783965	17.241610812468505	8.1198470425193	24.242341293912038
ENSMUSG00000000804	Usp32	ubiquitin specific peptidase 32	10.696760564	0.6967605638752135	17.24858545953086	6.470003065442518	23.47184090123535
ENSMUSG00000000805	Car4	carbonic anhydrase 4	10.69593828	0.6959382800536846	13.011576703176177	8.966756877176369	26.299674278774948
ENSMUSG00000000811	Txnrd3	thioredoxin reductase 3	5.598783403	0.5987834025502364	14.944940780710546	2.26186604739173	23.484589555545877
ENSMUSG00000000823	Zfp512b	zinc finger protein 512B	1.997112944	0.9971129444174796	13.385323176175872	4.67921792561136	23.780506640927086
ENSMUSG00000000884	Gnb1l	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	15.188709064000001	0.18870906423614067	16.05252559799497	2.18460084658027	23.380387972334155
ENSMUSG00000000915	Hip1r	huntingtin interacting protein 1 related	4.816609155	0.8166091549938617	14.962624932457455	4.76956334730142	23.501733380253604
ENSMUSG00000000916	Nsun5	NOL1/NOP2/Sun domain family, member 5	4.891584027	0.8915840270066357	12.742309436084	3.4161835197775696	23.72537237780172
ENSMUSG00000000934	Top1mt	DNA topoisomerase 1, mitochondrial	14.727270640999999	0.7272706411734647	14.409722399675262	2.76956334730142	23.51524541400462
ENSMUSG00000000957	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	13.435848759	0.4358487586500047	13.747353829478062	3.3520470330611603	23.57264035400542
ENSMUSG00000000958	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	13.435489462	0.43548946166251423	15.56087016192533	5.7381116146649305	23.618035228976257
ENSMUSG00000000959	Oxa1l	oxidase assembly 1-like	13.435262424000001	0.43526242410824895	13.109667444250803	5.673975127948519	24.248739338987075
ENSMUSG00000000982	Ccl3	chemokine (C-C motif) ligand 3	10.685180677	0.685180677306173	10.561287945164828	3.0942554248902	24.121001535644208
ENSMUSG00000001034	Mapk7	mitogen-activated protein kinase 7	10.503688795	0.5036887952112858	12.449664538476192	4.99195576863787	24.102624669864706
ENSMUSG00000001052	Sec24b	Sec24 related gene family, member B (S. cerevisiae)	2.812436991	0.8124369906263247	16.265798155172575	6.2641804263325085	23.628526009741265
ENSMUSG00000001053	N4bp3	NEDD4 binding protein 3	10.423049449	0.4230494486013451	12.925368991574452	3.26186604739173	23.696489533134415
ENSMUSG00000001062	Vps9d1	VPS9 domain containing 1	7.952451288	0.9524512880725468	13.54978466794786	5.48657284766896	24.032245483010172
ENSMUSG00000001065	Zfp276	zinc finger protein (C2H2 type) 276	7.952556527	0.9525565266532704	13.924626959905327	5.43252836002385	23.90987207490439
ENSMUSG00000001098	Kctd10	potassium channel tetramerisation domain containing 10	4.753266872	0.7532668721462877	14.048231416702446	6.452613926433459	24.386105878231195
ENSMUSG00000001105	Ift20	intraflagellar transport 20	10.643327433	0.6433274329811429	12.39231742277876	3.90161034694781	23.818522115054876
ENSMUSG00000001131	Timp1	tissue inhibitor of metalloproteinase 1	19.122038777	0.12203877665689715	12.157662727208448	1.0301189381738	24.09265698936886
ENSMUSG00000001134	Uxt	ubiquitously expressed transcript	19.12250313	0.12250313026038585	14.308836719585056	2.64525900437586	23.53570330685183
ENSMUSG00000001143	Lman2l	lectin, mannose-binding 2-like	0.186382584	0.18638258372091615	14.63254087654689	4.96230576553282	23.599743566920463
ENSMUSG00000001150	Mcm3ap	minichromosome maintenance complex component 3 associated protein	9.585274082	0.5852740816168833	15.518222839915625	5.84682854811289	23.66409284846241
ENSMUSG00000001151	Pcnt	pericentrin (kendrin)	9.584544386000001	0.5845443864861755	16.481846722030564	5.837473860231402	23.449876430125276
ENSMUSG00000001156	Mxd1	MAX dimerization protein 1	5.578737147000001	0.5787371474429496	14.432998542352967	5.90161034694781	23.974323607902534
ENSMUSG00000001157	Gmcl1	germ cell-less, spermatogenesis associated 1	5.5791009460000005	0.5791009464048944	15.344816016690622	6.13864954424866	23.821153459608286
ENSMUSG00000001158	Snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)	5.578882302	0.5788823023872876	13.193987293919182	4.61508143889496	23.80335583834959
ENSMUSG00000001166	Oas1c	2'-5' oligoadenylate synthetase 1C	4.795643991	0.7956439913294119	13.588714635582264	3.0602965036547	23.60430937176147
ENSMUSG00000001173	Ocrl	OCRL, inositol polyphosphate-5-phosphatase	19.280294470999998	0.2802944711306905	15.706738821075572	5.64403246521756	23.557431376818368
ENSMUSG00000001175	Calm1	calmodulin 1	11.834141682	0.8341416822655894	13.341379828588275	9.93700953378232	26.539036345428304
ENSMUSG00000001211	Agpat3	1-acylglycerol-3-phosphate O-acyltransferase 3	9.59918771	0.5991877095092695	16.346219374512735	5.90572223716645	23.495334498857385
ENSMUSG00000001227	Sema6b	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	16.590939327	0.5909393270178275	14.074977662301151	4.8676514257123	23.687609134630485
ENSMUSG00000001228	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	16.592852104000002	0.5928521043624887	14.299565785293238	5.452613926433459	23.822578655498077
ENSMUSG00000001247	Lsr	lipolysis stimulated lipoprotein receptor	6.212907772	0.21290777205418435	13.937925484863031	7.586108521219879	25.150166543435827
ENSMUSG00000001248	Gramd1a	GRAM domain containing 1A	6.214127469	0.2141274689770542	14.653348932151198	5.23022150509701	23.665955783285828
ENSMUSG00000001281	Itgb7	integrin beta 7	14.982510082000001	0.9825100821832676	13.961178349604277	3.3822245985420603	23.543293720177687
ENSMUSG00000001288	Rarg	retinoic acid receptor, gamma	14.982724012	0.9827240115534164	14.46269397163963	4.23022150509701	23.5080915664705
ENSMUSG00000001305	Rrp15	ribosomal RNA processing 15 homolog (S. cerevisiae)	0.955304062	0.9553040624939522	14.792586968947914	3.90161034694781	23.444028648358486
ENSMUSG00000001313	Rnd2	Rho family GTPase 2	10.831146071	0.8311460713920417	12.742730476519174	5.18171826614054	24.110076643144392
ENSMUSG00000001323	Srr	serine racemase	10.613651646000001	0.6136516463291561	14.257756130811694	4.645259004375848	23.601839364675662
ENSMUSG00000001333	Sync	syncoilin	3.826143023	0.8261430225126472	14.354111608460832	1.0301189381738	23.625587460260704
ENSMUSG00000001366	Fbxo9	f-box protein 9	8.626792512	0.6267925121619942	14.750602317959158	4.88504056472136	23.560379454286874
ENSMUSG00000001376	Vps50	VPS50 EARP/GARPII complex subunit	5.023714695	0.02371469487482368	16.682075604088993	5.23022150509701	23.309547794631456
ENSMUSG00000001403	Ube2c	ubiquitin-conjugating enzyme E2C	1.904790747	0.9047907471013746	13.12347479824414	3.3520470330611603	23.664230668155792
ENSMUSG00000001415	Smg5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	2.552046211	0.5520462112896002	14.670545608753272	6.391149064336691	24.144282842875132
ENSMUSG00000001419	Mef2d	myocyte enhancer factor 2D	2.550846071	0.5508460714242868	14.858855208611182	6.13864954424866	23.960189644854722
ENSMUSG00000001420	Tmem79	transmembrane protein 79	2.551940628	0.5519406280992314	12.871327736134008	2.0301189381738003	23.813796575291125
ENSMUSG00000001436	Slc19a1	solute carrier family 19 (folate transporter), member 1	9.589514715	0.5895147146149662	14.811826217703567	3.5837941422791	23.438902155321728
ENSMUSG00000001445	Mrpl10	mitochondrial ribosomal protein L10	10.794916162	0.7949161617644219	12.901809684323629	5.2641804263325085	24.105418601264684
ENSMUSG00000001467	Cyp51	cytochrome P450, family 51	4.026956591	0.026956591156734648	14.526560368987251	6.70415269342942	24.367594975437864
ENSMUSG00000001472	Tcf25	transcription factor 25 (basic helix-loop-helix)	7.95353661	0.9535366102016368	14.876612867248582	7.8221758794534	24.926818339002384
ENSMUSG00000001482	Def8	differentially expressed in FDCP 8	7.953958588	0.9539585884716552	15.27841315806974	6.509793560835309	24.011885707469084
ENSMUSG00000001517	Foxm1	forkhead box M1	5.857302776	0.8573027756363499	13.685953284813918	4.88504056472136	23.774509847189695
ENSMUSG00000001518	Itfg2	integrin alpha FG-GAP repeat containing 2	5.857620874	0.8576208743321754	13.91877008505239	3.18460084658027	23.55405911284817
ENSMUSG00000001524	Gtf2h4	general transcription factor II H, polypeptide 4	16.375531733	0.3755317330887419	12.552909206533863	3.8676514257123	23.784929630810744
ENSMUSG00000001542	Ell2	elongation factor RNA polymerase II 2	12.628953078	0.6289530779430763	16.00156213229697	5.70816280263728	23.513054086561905
ENSMUSG00000001569	Nom1	nucleolar protein with MIF4G domain 1	4.193936278	0.19393627809045266	14.500530705766087	5.00114602049872	23.635385686842813
ENSMUSG00000001588	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	10.572469669	0.5724696691483564	13.770250927394864	4.38222459854206	23.641119627994623
ENSMUSG00000001627	Ifrd1	interferon-related developmental regulator 1	11.334848606	0.33484860552681434	15.51843801383841	5.8676514257123	23.671268859931413
ENSMUSG00000001630	Stk38l	serine/threonine kinase 38 like	5.980067374	0.9800673744671524	15.715774350502626	4.200043939616109	23.35215963597082
ENSMUSG00000001632	Brpf1	bromodomain and PHD finger containing, 1	5.756769149	0.7567691490626477	14.11333521136513	6.70254428014529	24.513476233773147
ENSMUSG00000001642	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase)	5.229135484	0.2291354843993797	13.876900591040306	7.5244508494648885	25.134188980735626
ENSMUSG00000001666	Ddt	D-dopachrome tautomerase	9.579764536	0.5797645361976491	11.092757140919852	2.64525900437586	24.0588861713652
ENSMUSG00000001687	Ubl3	ubiquitin-like 3	4.978226503	0.9782265032408536	15.555368022695582	7.452613926433459	24.439710369667917
ENSMUSG00000001700	Gramd3	GRAM domain containing 3	17.622561401	0.6225614008871341	16.1288804230981	1.0301189381738	23.3435290586371
ENSMUSG00000001750	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	18.063511184	0.06351118413618173	13.436060829465099	8.3279552378495	25.813613093956203
ENSMUSG00000001751	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)	10.827913963	0.8279139630962635	12.903128676812319	6.88809993330137	25.083458939349274
ENSMUSG00000001768	Rin2	Ras and Rab interactor 2	1.80049879	0.8004987902471047	17.69643103291242	7.948982175448389	24.00868423057263
ENSMUSG00000001786	Fbxo7	F-box protein 7	9.658303126	0.6583031264250498	14.867906113836245	4.519728122292	23.48028145141519
ENSMUSG00000001829	Clpb	ClpB caseinolytic peptidase B	6.69945372	0.6994537197265053	17.008789688355503	3.76956334730142	23.281306878403253
ENSMUSG00000001844	Zdhhc4	zinc finger, DHHC domain containing 4	4.943940269	0.9439402692733896	13.640131938764611	4.23022150509701	23.639886538881896
ENSMUSG00000001909	Trmt1	tRNA methyltransferase 1	7.654499718999999	0.6544997186386499	13.720778649167064	5.0301189381738	23.81192978357973
ENSMUSG00000001910	Nacc1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	7.654392417	0.6543924167078712	14.085057450392963	6.3796576437524495	24.331215059834193
ENSMUSG00000001930	Vwf	Von Willebrand factor	5.838918286	0.8389182858538756	17.094087997670737	7.02499276245309	23.721069164415496
ENSMUSG00000001995	Sipa1l2	signal-induced proliferation-associated 1 like 2	7.9698049389999985	0.9698049391546276	17.21128945487793	3.61508143889496	23.285337786442234
ENSMUSG00000001998	Ap4e1	adaptor-related protein complex AP-4, epsilon 1	1.697578738	0.6975787381590697	15.853114583440288	3.8676514257123	23.339295532091803
ENSMUSG00000002017	Fam98a	family with sequence similarity 98, member A	16.795311995	0.7953119950145741	13.859146495425959	4.5065289414676295	23.647671994745405
ENSMUSG00000002020	Ltbp2	latent transforming growth factor beta binding protein 2	11.706156352	0.7061563524591085	16.509898686871562	1.0301189381738	23.297758991522244
ENSMUSG00000002028	Kmt2a	lysine (K)-specific methyltransferase 2A	8.359904377000001	0.3599043774671414	16.250094821266636	6.313883863525231	23.650758188630093
ENSMUSG00000002031	Ift46	intraflagellar transport 46	8.359409591	0.3594095907937318	14.640414415816185	4.200043939616109	23.479970090885338
ENSMUSG00000002043	Trappc6a	trafficking protein particle complex 6A	6.1341589260000005	0.1341589264447629	12.919980595048962	5.00114602049872	23.99064105102169
ENSMUSG00000002052	Supt6	suppressor of Ty 6	10.640766195	0.6407661945573988	15.2600741865668	7.13864954424865	24.361186531660646
ENSMUSG00000002055	Spag5	sperm associated antigen 5	10.641467577	0.6414675765723523	14.353146825498083	3.76956334730142	23.49475664623406
ENSMUSG00000002064	Sdf2	stromal cell derived factor 2	10.640964868	0.6409648675159069	13.251186503524336	4.7946951430313	23.84248135641665
ENSMUSG00000002068	Ccne1	cyclin E1	6.261980038	0.2619800383053088	13.221285017810473	2.76956334730142	23.67692868264921
ENSMUSG00000002083	Bbc3	BCL2 binding component 3	6.112164022000001	0.1121640219519525	13.260331518557601	3.0301189381737994	23.653530775253866
ENSMUSG00000002100	Mybpc3	myosin binding protein C, cardiac	1.500388319	0.5003883188625555	14.165221068220944	2.0301189381738003	23.601329283557643
ENSMUSG00000002105	Slc39a13	solute carrier family 39 (metal ion transporter), member 13	1.500052121	0.5000521214209024	13.074476000734501	5.3822245985420585	24.1134536273103
ENSMUSG00000002108	Nr1h3	nuclear receptor subfamily 1, group H, member 3	1.500751376	0.5007513759681724	14.19637159654198	5.519728122292	23.874737111974056
ENSMUSG00000002109	Ddb2	damage specific DNA binding protein 2	1.500920664	0.5009206635098613	14.633108754940718	3.99195576863787	23.4672943370992
ENSMUSG00000002210	Smg9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)	6.16784209	0.16784209033546618	14.49928533899974	4.35452584802258	23.516082318022733
ENSMUSG00000002221	Paxip1	PAX interacting (with transcription-activation domain) protein 1	4.182869189	0.1828691888343509	15.655390963689417	4.72129766602903	23.390979887373554
ENSMUSG00000002222	Rmnd5a	required for meiotic nuclear division 5 homolog A	5.47693524	0.4769352399780879	15.666307232808542	6.91827749878227	24.097858097130253
ENSMUSG00000002227	Mov10	Moloney leukemia virus 10	2.654879462	0.6548794617684814	14.534242079797751	5.576918269359031	23.810545631970015
ENSMUSG00000002228	Ppm1j	protein phosphatase 1J	2.654734732	0.6547347320364549	12.276706019892432	4.200043939616109	23.89129326593658
ENSMUSG00000002250	Ppard	peroxisome proliferator activator receptor delta	16.297588416	0.29758841582047346	16.068337443126527	5.5536870435275	23.46143221493941
ENSMUSG00000002274	Metrn	meteorin, glial cell differentiation regulator	16.271571687999998	0.27157168774750884	11.324743110494417	2.0301189381738003	24.10953481076272
ENSMUSG00000002279	Lmf1	lipase maturation factor 1	16.269730878	0.2697308779404769	16.352112413006008	4.5536870435275	23.301059384288035
ENSMUSG00000002289	Angptl4	angiopoietin-like 4	16.355601989	0.3556019890286142	12.933875036707343	7.09425542489021	25.21443108889927
ENSMUSG00000002297	Dbf4	DBF4 zinc finger	4.055388165	0.055388164801660214	14.651892569585254	4.200043939616109	23.478377752293582
ENSMUSG00000002308	Cd320	CD320 antigen	16.356325980999998	0.35632598077272903	12.706280158849161	2.26186604739173	23.813703960124702
ENSMUSG00000002320	Tm9sf1	transmembrane 9 superfamily member 1	13.445467461	0.4454674609368908	12.93682194449238	5.23022150509701	24.08106467771077
ENSMUSG00000002325	Irf9	interferon regulatory factor 9	13.445202574000001	0.4452025737824214	12.65709510488839	6.64403246521757	25.005155209337268
ENSMUSG00000002342	Tmem161a	transmembrane protein 161A	7.542328907999999	0.5423289076896056	13.46722342982096	4.35452584802258	23.691227459878313
ENSMUSG00000002345	Borcs8	BLOC-1 related complex subunit 8	7.542061449	0.5420614488366504	12.932952892194715	4.519728122292	23.832734228028446
ENSMUSG00000002346	Slc25a42	solute carrier family 25, member 42	7.542485815	0.5424858150286428	14.771334709872944	1.0301189381738	23.54984544064576
ENSMUSG00000002384	Bmp8b	bone morphogenetic protein 8b	3.786659728	0.7866597282405471	14.7171408816367	1.0942554248902	23.55853776339013
ENSMUSG00000002393	Nr2f6	nuclear receptor subfamily 2, group F, member 6	7.551602569	0.551602568825997	12.936085781679678	5.3822245985420585	24.151108789679174
ENSMUSG00000002395	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	7.55152721	0.5515272101815615	11.493855449240822	5.88809993330137	24.872563985835814
ENSMUSG00000002396	Ocel1	occludin/ELL domain containing 1	7.551581611	0.5515816107535252	12.97710100677111	5.35452584802258	24.12687348555529
ENSMUSG00000002409	Dyrk1b	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b	6.193778182000001	0.19377818191441548	12.933875036707343	2.64525900437586	23.732879420025395
ENSMUSG00000002413	Braf	Braf transforming gene	5.26489425	0.26489424966434044	16.899191683334827	5.0942554248902	23.271895885897663
ENSMUSG00000002428	Hltf	helicase-like transcription factor	2.125519812	0.1255198117116955	15.888909689476375	5.93700953378232	23.606194623475464
ENSMUSG00000002475	Abhd3	abhydrolase domain containing 3	17.117698792	0.11769879154232768	15.928333307585147	4.64403246521756	23.34992689926732
ENSMUSG00000002486	Tchp	trichoplein, keratin filament binding	4.755525948	0.7555259475496391	13.830416171792939	2.64525900437586	23.59836337189707
ENSMUSG00000002489	Tiam1	T cell lymphoma invasion and metastasis 1	15.916072545	0.9160725453000824	18.444181808662336	1.0942554248902	23.162581960169714
ENSMUSG00000002496	Tsc2	tuberous sclerosis 2	16.259131805	0.2591318051447125	15.167966892831384	6.6150814388949515	24.10092917838531
ENSMUSG00000002500	Rpl3l	ribosomal protein L3-like	16.260371534	0.2603715344132794	13.02288792180326	1.0301189381738	23.897905059440802
ENSMUSG00000002550	Uck1	uridine-cytidine kinase 1	1.177129259	0.17712925943258245	12.332316330199218	4.99195576863787	24.131867593515672
ENSMUSG00000002578	Ikzf4	IKAROS family zinc finger 4	9.984264309	0.9842643091920132	13.88683970588442	1.0301189381738	23.716333057839663
ENSMUSG00000002608	Ccdc97	coiled-coil domain containing 97	6.176807199	0.17680719910819925	12.962534563511271	6.47131941302068	24.778184617729522
ENSMUSG00000002617	Zfp40	zinc finger protein 40	16.244070182	0.2440701817825675	14.242504260424534	1.26186604739173	23.63748254455413
ENSMUSG00000002625	Akap8l	A kinase (PRKA) anchor protein 8-like	16.340424592	0.34042459225931443	14.831505185085327	4.5065289414676295	23.484126142317407
ENSMUSG00000002635	Pdcd2l	programmed cell death 2-like	6.235081387999999	0.2350813876255188	13.570092874188056	3.506528941467629	23.59728141131257
ENSMUSG00000002661	Alkbh7	alkB homolog 7	16.600062828	0.6000628284183467	10.953468962228849	1.0602965036547	24.367566819577664
ENSMUSG00000002668	Dennd1c	DENN/MADD domain containing 1C	16.60084138	0.6008413801044984	13.604321563877273	5.0602965036547	23.84894767663306
ENSMUSG00000002679	Med6	mediator complex subunit 6	11.679138822	0.6791388220908017	14.388757284216586	3.18460084658027	23.49574331529587
ENSMUSG00000002728	Naa20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	1.8012008069999998	0.8012008068123597	13.80634822671225	4.72129766602903	23.705004644304562
ENSMUSG00000002732	Fkbp7	FK506 binding protein 7	1.420991284	0.4209912839717779	13.298062567719017	1.18460084658027	23.8257582241662
ENSMUSG00000002733	Plekha3	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3	1.421089984	0.4210899835587997	14.395199395666168	5.16875664300025	23.704180778863453
ENSMUSG00000002763	Pex6	peroxisomal biogenesis factor 6	16.491839607	0.4918396065931824	13.781154770695863	5.48657284766896	23.970013453147462
ENSMUSG00000002768	Mea1	male enhanced antigen 1	16.491456597	0.4914565973792425	10.94251450533924	5.0602965036547	24.517810535571627
ENSMUSG00000002771	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4)	6.315282387999999	0.3152823879468921	15.504787958930258	2.0301189381738003	23.432531221481128
ENSMUSG00000002778	Kdelr1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	6.315441363	0.3154413625622389	13.419960177847889	6.676453942909942	24.74869987908482
ENSMUSG00000002781	Tmem143	transmembrane protein 143	6.31564024	0.3156402398301024	14.321364432039447	4.38222459854206	23.547552082528526
ENSMUSG00000002803	Btbd6	BTB (POZ) domain containing 6	11.940469768	0.940469768412832	11.266200912498961	2.0942554248902	24.109881424639976
ENSMUSG00000002804	Nudt14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	11.940140905	0.9401409053342664	12.935349243033999	1.0942554248902	23.911024859134788
ENSMUSG00000002814	Top3a	topoisomerase (DNA) III alpha	10.4976855	0.497685500374939	15.187158731686532	4.41618351977756	23.42426980318068
ENSMUSG00000002820	Atg4d	autophagy related 4D, cysteine peptidase	8.17072526	0.1707252596028849	13.607214708553757	4.645259004375848	23.726367300764934
ENSMUSG00000002825	Qtrt1	queuine tRNA-ribosyltransferase catalytic subunit 1	8.171885201	0.17188520079158806	13.042514386140232	2.76956334730142	23.70456793889315
ENSMUSG00000002831	Plin4	perilipin 4	16.590660163	0.590660163297038	13.169298695792845	1.0301189381738	23.86605699433804
ENSMUSG00000002833	Hdgfl2	HDGF like 2	16.590501442	0.5905014420300589	14.356245620362161	4.96230576553282	23.654701852935048
