Row.names	Gene.names	Gene.description	AvgChrs	NormPosition	Gene Length	AT2_04M_F0	AT2_04M_F0_P
ENSMUSG00000000325	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome	15.187130095	0.18713009545232714	15.845833042278075	4.18166377234603	23.81392555729848
ENSMUSG00000000339	Rtca	RNA 3'-terminal phosphate cyclase	2.727935631	0.7279356313384281	14.232196050698201	3.9997314813093903	24.003355767138853
ENSMUSG00000000346	Dazap2	DAZ associated protein 2	14.96707508	0.967075080049308	12.401946123976536	8.13206583536626	26.52875501056093
ENSMUSG00000000378	Ccm2	cerebral cavernous malformation 2	10.053830919	0.05383091913476933	15.605508455011535	4.80494058350747	23.830045204380774
ENSMUSG00000000385	Tmprss2	transmembrane protease, serine 2	15.99368859	0.9936885898883274	15.505346373498043	5.852320934621591	24.081105876581372
ENSMUSG00000000386	Mx1	MX dynamin-like GTPase 1	15.992334649000002	0.9923346491287736	13.954196310386875	0.578531014356801	24.0872238912394
ENSMUSG00000000402	Egfl6	EGF-like-domain, multiple 6	19.973823882	0.9738238817913674	15.936476914945159	9.37696180052251	25.5311670991828
ENSMUSG00000000440	Pparg	peroxisome proliferator activated receptor gamma	5.770858405	0.7708584048679741	16.982013149892126	3.19401983765095	23.963977675436084
ENSMUSG00000000441	Raf1	v-raf-leukemia viral oncogene 1	5.772338845	0.7723388450538988	15.837825009196694	6.731175094857742	24.350592659170758
ENSMUSG00000000486	Sept1	septin 1	6.874742246	0.8747422459506543	14.18943851219957	0.35928111845208505	24.097312837053238
ENSMUSG00000000489	Pdgfb	platelet derived growth factor, B polypeptide	14.768959937	0.7689599373570822	14.221511601331745	3.71228359613765	23.999020660056434
ENSMUSG00000000531	Grasp	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	14.97294201	0.9729420098874814	13.064742764750257	3.6706695642024303	24.114814664188696
ENSMUSG00000000532	Acvr1b	activin A receptor, type 1B	14.972609490999998	0.9726094909075932	15.273832015733669	5.61991285321396	24.070737083734194
ENSMUSG00000000552	Zfp385a	zinc finger protein 385A	14.993111634000002	0.9931116338295785	14.677169057716116	2.08517346719303	24.133571665625144
ENSMUSG00000000579	Dynlt1c	dynein light chain Tctex-type 1C	16.069543239	0.06954323911463885	12.984240425230123	2.06984146915942	24.03144209602938
ENSMUSG00000000581	C1d	C1D nuclear receptor co-repressor	10.141407421	0.1414074205515198	13.501464025860455	4.08902490020963	24.117721899391764
ENSMUSG00000000600	Krit1	KRIT1, ankyrin repeat containing	4.02518775	0.025187749592181456	15.371095967259532	4.610506300787072	23.860304698379053
ENSMUSG00000000605	Clcn4	chloride channel, voltage-sensitive 4	6.050134122999999	0.0501341230357157	14.178509245652183	6.68110381024845	25.007050401882942
ENSMUSG00000000627	Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain	5.553811539	0.553811539101483	14.767149912284852	6.78639532693547	24.816142782170218
ENSMUSG00000000686	Abhd15	abhydrolase domain containing 15	10.635036443999999	0.6350364441540179	14.519513402326607	1.84118129575825	24.141566410770924
ENSMUSG00000000693	Loxl3	lysyl oxidase-like 3	5.5545965210000015	0.5545965211458798	14.166555407191236	1.41718042826675	24.128061941239388
ENSMUSG00000000708	Kat2b	K(lysine) acetyltransferase 2B	16.564494484	0.5644944836871879	16.691784405127613	6.52946738446025	23.961782149540984
ENSMUSG00000000753	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	10.617747904	0.6177479035639026	13.658657792126085	3.84539853860004	24.06431936538902
ENSMUSG00000000776	Polr3d	polymerase (RNA) III (DNA directed) polypeptide D	13.563969868	0.5639698675069441	12.19537220740274	3.3485036666467	24.1501962027794
ENSMUSG00000000782	Tcf7	transcription factor 7, T cell specific	10.428134041	0.4281340412445373	14.903269925939357	1.65536404344892	24.17687864115235
ENSMUSG00000000804	Usp32	ubiquitin specific peptidase 32	10.696760564	0.6967605638752135	17.24858545953086	6.04358743692942	23.659774164781997
ENSMUSG00000000823	Zfp512b	zinc finger protein 512B	1.997112944	0.9971129444174796	13.385323176175872	5.10999832336912	24.450015283311362
ENSMUSG00000000869	Il4	interleukin 4	10.439135884	0.4391358844810433	13.937281855567997	0.0489972489009252	24.055181381887053
ENSMUSG00000000881	Dlg3	discs large MAGUK scaffold protein 3	19.589325267	0.5893252673009284	15.62935662007961	6.02126392241332	24.105335699311993
ENSMUSG00000000901	Mmp11	matrix metallopeptidase 11	9.580969915	0.5809699151978989	13.69631555889282	4.25694036699975	24.11327643314024
ENSMUSG00000000903	Vpreb3	pre-B lymphocyte gene 3	9.581096148	0.5810961480368265	12.688250309133178	3.96472491552112	24.22526100310342
ENSMUSG00000000916	Nsun5	NOL1/NOP2/Sun domain family, member 5	4.891584027	0.8915840270066357	12.742309436084	3.26325399789951	24.092409696754807
ENSMUSG00000000934	Top1mt	DNA topoisomerase 1, mitochondrial	14.727270640999999	0.7272706411734647	14.409722399675262	2.1162903219997298	24.116297155031642
ENSMUSG00000000957	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	13.435848759	0.4358487586500047	13.747353829478062	5.061945693394639	24.323333175952765
ENSMUSG00000000958	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	13.435489462	0.43548946166251423	15.56087016192533	2.913008236238129	24.042948701968903
ENSMUSG00000000976	Heatr6	HEAT repeat containing 6	10.686164647	0.686164646816048	14.875461397916377	4.541920028512808	23.94052148273829
ENSMUSG00000001034	Mapk7	mitogen-activated protein kinase 7	10.503688795	0.5036887952112858	12.449664538476192	4.1478448491459305	24.32183333301949
ENSMUSG00000001039	B9d1	B9 protein domain 1	10.503831555	0.5038315551798426	12.926851910929878	2.8462933085216404	24.051247088359027
ENSMUSG00000001052	Sec24b	Sec24 related gene family, member B (S. cerevisiae)	2.812436991	0.8124369906263247	16.265798155172575	6.22333252685812	23.979121826320956
ENSMUSG00000001053	N4bp3	NEDD4 binding protein 3	10.423049449	0.4230494486013451	12.925368991574452	1.81420279201484	24.02215151385742
ENSMUSG00000001054	Rmnd5b	required for meiotic nuclear division 5 homolog B	10.422908814	0.42290881424381865	13.577546844726958	4.62754450649974	24.22345143162087
ENSMUSG00000001062	Vps9d1	VPS9 domain containing 1	7.952451288	0.9524512880725468	13.54978466794786	3.9436524109006297	24.08929856139115
ENSMUSG00000001065	Zfp276	zinc finger protein (C2H2 type) 276	7.952556527	0.9525565266532704	13.924626959905327	3.97234352349852	24.041389698158994
ENSMUSG00000001082	Mfsd10	major facilitator superfamily domain containing 10	4.228112748	0.22811274794104355	11.801708358916462	4.2907193489307005	24.516330365809363
ENSMUSG00000001089	Luzp1	leucine zipper protein 1	3.872237645	0.8722376448515935	16.37549766953659	5.1317704365152	23.710652252961392
ENSMUSG00000001095	Slc13a2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2	10.642267518999999	0.6422675189523206	14.617123050768019	0.578531014356801	24.14644380393818
ENSMUSG00000001105	Ift20	intraflagellar transport 20	10.643327433	0.6433274329811429	12.39231742277876	6.30599591448663	25.522810852998454
ENSMUSG00000001120	Pcbp3	poly(rC) binding protein 3	9.588101122000001	0.5881011218233893	17.609856862464248	1.35928111845209	24.237497631289923
ENSMUSG00000001128	Cfp	complement factor properdin	19.122366518	0.12236651783835192	12.57483001533763	0.0130812939854583	23.910012495883542
ENSMUSG00000001134	Uxt	ubiquitously expressed transcript	19.12250313	0.12250313026038585	14.308836719585056	2.8535772535087203	24.046694912579696
ENSMUSG00000001138	Cnnm3	cyclin M3	0.186830121	0.18683012103049804	13.998766701361516	5.1994875188614005	24.302003320092606
ENSMUSG00000001150	Mcm3ap	minichromosome maintenance complex component 3 associated protein	9.585274082	0.5852740816168833	15.518222839915625	5.597092106795031	23.992829017440332
ENSMUSG00000001156	Mxd1	MAX dimerization protein 1	5.578737147000001	0.5787371474429496	14.432998542352967	5.65091944398954	24.34966669598887
ENSMUSG00000001157	Gmcl1	germ cell-less, spermatogenesis associated 1	5.5791009460000005	0.5791009464048944	15.344816016690622	4.77774621344668	23.87580400560215
ENSMUSG00000001158	Snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)	5.578882302	0.5788823023872876	13.193987293919182	4.09986739100958	24.170941082630595
ENSMUSG00000001166	Oas1c	2'-5' oligoadenylate synthetase 1C	4.795643991	0.7956439913294119	13.588714635582264	1.5980437947066102	24.07613526253301
ENSMUSG00000001173	Ocrl	OCRL, inositol polyphosphate-5-phosphatase	19.280294470999998	0.2802944711306905	15.706738821075572	5.7604847933455	23.988923518431147
ENSMUSG00000001175	Calm1	calmodulin 1	11.834141682	0.8341416822655894	13.341379828588275	9.15477376602235	26.471966624614673
ENSMUSG00000001227	Sema6b	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	16.590939327	0.5909393270178275	14.074977662301151	0.9009074742608908	24.112650547272388
ENSMUSG00000001228	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	16.592852104000002	0.5928521043624887	14.299565785293238	1.5180086624029498	24.137758127652166
ENSMUSG00000001248	Gramd1a	GRAM domain containing 1A	6.214127469	0.2141274689770542	14.653348932151198	3.72085842429324	23.962035188016372
ENSMUSG00000001249	Hpn	hepsin	6.213879919	0.21387991920515595	14.015850582968376	5.208431388546098	24.30033267354445
ENSMUSG00000001270	Ckb	creatine kinase, brain	11.929590932	0.9295909318232858	11.539643506238036	3.5149048902884306	24.267206042842528
ENSMUSG00000001288	Rarg	retinoic acid receptor, gamma	14.982724012	0.9827240115534164	14.46269397163963	5.51813681842891	24.283874012553664
ENSMUSG00000001300	Efnb2	ephrin B2	7.066763965	0.06676396456963661	15.4189067312579	4.27550900650296	23.854200908580403
ENSMUSG00000001305	Rrp15	ribosomal RNA processing 15 homolog (S. cerevisiae)	0.955304062	0.9553040624939522	14.792586968947914	2.10476946400513	24.137911487435556
ENSMUSG00000001313	Rnd2	Rho family GTPase 2	10.831146071	0.8311460713920417	12.742730476519174	2.500997783332	24.034160168128682
ENSMUSG00000001323	Srr	serine racemase	10.613651646000001	0.6136516463291561	14.257756130811694	5.02191595873441	24.16884326253693
ENSMUSG00000001334	Fndc5	fibronectin type III domain containing 5	3.825138014	0.8251380139289392	12.890644283619089	0.35928111845208505	23.961267999455075
ENSMUSG00000001348	Acp5	acid phosphatase 5, tartrate resistant	8.177625101	0.17762510101720685	13.133142212400601	1.44448554507586	24.032219355152773
ENSMUSG00000001366	Fbxo9	f-box protein 9	8.626792512	0.6267925121619942	14.750602317959158	6.16411819401368	24.480639858083656
ENSMUSG00000001376	Vps50	VPS50 EARP/GARPII complex subunit	5.023714695	0.02371469487482368	16.682075604088993	4.5930295269893895	23.679084893306523
ENSMUSG00000001403	Ube2c	ubiquitin-conjugating enzyme E2C	1.904790747	0.9047907471013746	13.12347479824414	0.578531014356801	23.99859321863601
ENSMUSG00000001415	Smg5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	2.552046211	0.5520462112896002	14.670545608753272	5.56753554128552	24.237300572070584
ENSMUSG00000001419	Mef2d	myocyte enhancer factor 2D	2.550846071	0.5508460714242868	14.858855208611182	6.338860938267361	24.52966842447112
ENSMUSG00000001420	Tmem79	transmembrane protein 79	2.551940628	0.5519406280992314	12.871327736134008	4.15241883160168	24.24164433965517
ENSMUSG00000001435	Col18a1	collagen, type XVIII, alpha 1	9.589994775	0.5899947750867549	16.803349147819237	4.39125318311518	23.693616143059494
ENSMUSG00000001436	Slc19a1	solute carrier family 19 (folate transporter), member 1	9.589514715	0.5895147146149662	14.811826217703567	1.74129472206333	24.166456217057263
ENSMUSG00000001445	Mrpl10	mitochondrial ribosomal protein L10	10.794916162	0.7949161617644219	12.901809684323629	5.130113411642849	24.60977116328677
ENSMUSG00000001467	Cyp51	cytochrome P450, family 51	4.026956591	0.026956591156734648	14.526560368987251	7.1178223108778	25.115451901035204
ENSMUSG00000001472	Tcf25	transcription factor 25 (basic helix-loop-helix)	7.95353661	0.9535366102016368	14.876612867248582	7.30032684446813	25.064804560159136
ENSMUSG00000001473	Tubb6	tubulin, beta 6 class V	17.743051506	0.7430515059214541	13.554468941854115	1.8189698504569096	24.071607580385
ENSMUSG00000001482	Def8	differentially expressed in FDCP 8	7.953958588	0.9539585884716552	15.27841315806974	3.95864287689279	23.890690593408145
ENSMUSG00000001493	Meox1	mesenchyme homeobox 1	10.83456602	0.8345660198116941	14.041659151637214	0.188891280978998	24.073398751305504
ENSMUSG00000001504	Irx2	Iroquois homeobox 2	12.603143335	0.6031433353934005	12.392854039872873	8.12383282044932	26.52906793744105
ENSMUSG00000001517	Foxm1	forkhead box M1	5.857302776	0.8573027756363499	13.685953284813918	1.31831459480938	24.08392576635003
ENSMUSG00000001518	Itfg2	integrin alpha FG-GAP repeat containing 2	5.857620874	0.8576208743321754	13.91877008505239	4.87491165339205	24.212769524184356
ENSMUSG00000001520	Nrip2	nuclear receptor interacting protein 2	5.857558592	0.8575585916079566	14.064321748889187	0.188891280978998	24.075474067370934
ENSMUSG00000001521	Tulp3	tubby-like protein 3	5.857095407999999	0.8570954080909546	15.082232220173745	4.01514459868443	23.905674085831812
ENSMUSG00000001524	Gtf2h4	general transcription factor II H, polypeptide 4	16.375531733	0.3755317330887419	12.552909206533863	3.14749314693062	24.09026273651933
ENSMUSG00000001542	Ell2	elongation factor RNA polymerase II 2	12.628953078	0.6289530779430763	16.00156213229697	6.3753081415428685	24.125970577512696
ENSMUSG00000001555	Fkbp10	FK506 binding protein 10	10.82256036	0.8225603598378517	13.15592501602658	1.7868392860757198	24.040000368764552
ENSMUSG00000001569	Nom1	nucleolar protein with MIF4G domain 1	4.193936278	0.19393627809045266	14.500530705766087	4.59931284985142	24.017425170007456
ENSMUSG00000001583	Tnk1	tyrosine kinase, non-receptor, 1	10.572193745	0.5721937451778015	12.9153192176791	4.85673185780567	24.478103072955975
ENSMUSG00000001604	Tcea3	transcription elongation factor A (SII), 3	3.870634169	0.8706341689015028	14.729673845308419	4.9941101631846605	24.04201872777265
ENSMUSG00000001627	Ifrd1	interferon-related developmental regulator 1	11.334848606	0.33484860552681434	15.51843801383841	5.01338053943586	23.867351234762584
ENSMUSG00000001630	Stk38l	serine/threonine kinase 38 like	5.980067374	0.9800673744671524	15.715774350502626	5.754399407941151	23.984369896924136
ENSMUSG00000001632	Brpf1	bromodomain and PHD finger containing, 1	5.756769149	0.7567691490626477	14.11333521136513	5.45173278348154	24.36871271064099
ENSMUSG00000001642	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase)	5.229135484	0.2291354843993797	13.876900591040306	6.0371856703796505	24.749872708204858
ENSMUSG00000001672	Marveld3	MARVEL (membrane-associating) domain containing 3	7.849722008	0.8497220076290939	13.802617334085179	4.64371930498068	24.175708625467394
ENSMUSG00000001674	Ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	0.621884106	0.62188410634075	13.788922203960619	4.15489193131498	24.08139722487762
ENSMUSG00000001687	Ubl3	ubiquitin-like 3	4.978226503	0.9782265032408536	15.555368022695582	7.27267113361735	24.75165218935107
ENSMUSG00000001700	Gramd3	GRAM domain containing 3	17.622561401	0.6225614008871341	16.1288804230981	3.34643816768263	23.94625047620759
ENSMUSG00000001750	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	18.063511184	0.06351118413618173	13.436060829465099	4.10697924816547	24.131485989797795
ENSMUSG00000001751	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)	10.827913963	0.8279139630962635	12.903128676812319	4.03211114614668	24.205544434603304
ENSMUSG00000001761	Smo	smoothened, frizzled class receptor	5.198671833	0.1986718325932268	14.658546227725854	3.80702229781147	23.95728576056612
ENSMUSG00000001763	Tspan33	tetraspanin 33	5.198391049	0.1983910494369224	14.570863718847136	0.9737230721530792	24.158896357285716
ENSMUSG00000001767	Crnkl1	crooked neck pre-mRNA splicing factor 1	1.80129407	0.8012940702208424	14.097949810140175	4.81036717126035	24.149737030317027
ENSMUSG00000001768	Rin2	Ras and Rab interactor 2	1.80049879	0.8004987902471047	17.69643103291242	6.556070019698532	23.688003517300576
ENSMUSG00000001785	Pwp1	PWP1 homolog, endonuclein	9.656944027	0.6569440269222862	15.863073122009878	3.98768583240865	23.83710027621533
ENSMUSG00000001786	Fbxo7	F-box protein 7	9.658303126	0.6583031264250498	14.867906113836245	4.86923705865934	23.984866714514155
ENSMUSG00000001802	Lrp3	low density lipoprotein receptor-related protein 3	6.242075147	0.242075146537137	13.917278830920374	3.0635737170947004	24.034984386345155
ENSMUSG00000001844	Zdhhc4	zinc finger, DHHC domain containing 4	4.943940269	0.9439402692733896	13.640131938764611	4.05267181642478	24.090532953040224
ENSMUSG00000001864	Aif1l	allograft inflammatory factor 1-like	1.17550505	0.1755050500890589	14.508228077197867	3.80702229781147	23.97114621426868
ENSMUSG00000001909	Trmt1	tRNA methyltransferase 1	7.654499718999999	0.6544997186386499	13.720778649167064	3.97705205277584	24.069460380298178
ENSMUSG00000001910	Nacc1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	7.654392417	0.6543924167078712	14.085057450392963	6.33261847405671	24.837717449905732
ENSMUSG00000001942	Siae	sialic acid acetylesterase	8.301798975	0.3017989750962137	16.51971302910413	4.3889683654333	23.721010127725567
ENSMUSG00000001948	Spa17	sperm autoantigenic protein 17	8.301845763	0.3018457626467042	13.348728154231077	3.31831459480939	24.057580961736075
ENSMUSG00000001962	Fam50a	family with sequence similarity 50, member A	19.434520415	0.43452041488616655	12.79685079526716	4.594779187566131	24.402527329209764
ENSMUSG00000001995	Sipa1l2	signal-induced proliferation-associated 1 like 2	7.9698049389999985	0.9698049391546276	17.21128945487793	4.62005396309387	23.620302249903055
ENSMUSG00000001998	Ap4e1	adaptor-related protein complex AP-4, epsilon 1	1.697578738	0.6975787381590697	15.853114583440288	3.57972166462887	23.907228968493776
ENSMUSG00000002006	Pdzd4	PDZ domain containing 4	19.431553549	0.4315535485700778	14.948093414791861	1.2562187950371002	24.19061115261634
ENSMUSG00000002012	Pnck	pregnancy upregulated non-ubiquitously expressed CaM kinase	19.430670035	0.4306700348454934	12.009478745888066	2.2562187950371	23.995796006971993
ENSMUSG00000002020	Ltbp2	latent transforming growth factor beta binding protein 2	11.706156352	0.7061563524591085	16.509898686871562	1.62215841259146	24.241765091155866
ENSMUSG00000002028	Kmt2a	lysine (K)-specific methyltransferase 2A	8.359904377000001	0.3599043774671414	16.250094821266636	6.9407423843237614	24.297279514535177
ENSMUSG00000002031	Ift46	intraflagellar transport 46	8.359409591	0.3594095907937318	14.640414415816185	4.689897593242669	24.00327245478405
ENSMUSG00000002032	Tmem25	transmembrane protein 25	8.359536887	0.35953688712181403	12.43514933836693	1.26861475278756	23.954938207942853
ENSMUSG00000002043	Trappc6a	trafficking protein particle complex 6A	6.1341589260000005	0.1341589264447629	12.919980595048962	3.66161507906112	24.130324485608313
ENSMUSG00000002052	Supt6	suppressor of Ty 6	10.640766195	0.6407661945573988	15.2600741865668	7.20645595699332	24.842516636827007
ENSMUSG00000002055	Spag5	sperm associated antigen 5	10.641467577	0.6414675765723523	14.353146825498083	1.24705117015518	24.144525460232355
ENSMUSG00000002059	Rab34	RAB34, member RAS oncogene family	10.640470862	0.6404708615874752	11.877667574067882	5.429269399424009	25.129407401755138
ENSMUSG00000002083	Bbc3	BCL2 binding component 3	6.112164022000001	0.1121640219519525	13.260331518557601	3.70923271443932	24.097303921500643
ENSMUSG00000002104	Rapsn	receptor-associated protein of the synapse	1.499912486	0.4999124857621542	13.303352669926332	0.35928111845208505	24.00785864619898
ENSMUSG00000002105	Slc39a13	solute carrier family 39 (metal ion transporter), member 13	1.500052121	0.5000521214209024	13.074476000734501	4.544706705930619	24.316526471206124
ENSMUSG00000002108	Nr1h3	nuclear receptor subfamily 1, group H, member 3	1.500751376	0.5007513759681724	14.19637159654198	4.00818160884155	24.008340932003726
ENSMUSG00000002109	Ddb2	damage specific DNA binding protein 2	1.500920664	0.5009206635098613	14.633108754940718	3.98720592061593	23.955149300591962
ENSMUSG00000002210	Smg9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)	6.16784209	0.16784209033546618	14.49928533899974	3.74235839123526	23.973901164661086
ENSMUSG00000002221	Paxip1	PAX interacting (with transcription-activation domain) protein 1	4.182869189	0.1828691888343509	15.655390963689417	5.67423745019676	23.977037887886656
ENSMUSG00000002222	Rmnd5a	required for meiotic nuclear division 5 homolog A	5.47693524	0.4769352399780879	15.666307232808542	7.14999730554969	24.63802301467772
ENSMUSG00000002249	Tead3	TEA domain family member 3	16.298368799000002	0.2983687993310177	14.223850882973418	5.18500313175713	24.231005537294944
ENSMUSG00000002250	Ppard	peroxisome proliferator activator receptor delta	16.297588416	0.29758841582047346	16.068337443126527	4.33164823726246	23.774805281424598
ENSMUSG00000002257	Def6	differentially expressed in FDCP 6	16.297073415	0.297073415236869	14.34637521892801	0.39893032940587697	24.11355443651734
ENSMUSG00000002265	Peg3	paternally expressed 3	6.046184641	0.0461846405157418	14.69582638996286	1.98631589117847	24.142738494280035
ENSMUSG00000002274	Metrn	meteorin, glial cell differentiation regulator	16.271571687999998	0.27157168774750884	11.324743110494417	2.4639430351873	24.01678709776764
ENSMUSG00000002289	Angptl4	angiopoietin-like 4	16.355601989	0.3556019890286142	12.933875036707343	1.04899724890093	23.99836885598228
ENSMUSG00000002297	Dbf4	DBF4 zinc finger	4.055388165	0.055388164801660214	14.651892569585254	3.05595115661191	24.024203656991894
ENSMUSG00000002307	Daxx	Fas death domain-associated protein	16.357021537	0.3570215371278537	12.592223421359403	4.47754427924306	24.407745236543274
ENSMUSG00000002308	Cd320	CD320 antigen	16.356325980999998	0.35632598077272903	12.706280158849161	3.75709350891608	24.174932931501615
ENSMUSG00000002324	Rec8	REC8 meiotic recombination protein	13.445321990999998	0.4453219911725525	12.845097960972975	4.19401983765096	24.258124677837152
ENSMUSG00000002325	Irf9	interferon regulatory factor 9	13.445202574000001	0.4452025737824214	12.65709510488839	4.7865464450171205	24.5198104098958
ENSMUSG00000002326	Gmpr2	guanosine monophosphate reductase 2	13.445753164000001	0.4457531643706898	12.82555510087083	3.5372899656018104	24.121640862143554
ENSMUSG00000002342	Tmem161a	transmembrane protein 161A	7.542328907999999	0.5423289076896056	13.46722342982096	4.4399257064264015	24.197349559789167
ENSMUSG00000002343	Armc6	armadillo repeat containing 6	7.542709897000001	0.5427098971630197	13.803122072935405	2.02530453318802	24.08443831176797
ENSMUSG00000002345	Borcs8	BLOC-1 related complex subunit 8	7.542061449	0.5420614488366504	12.932952892194715	3.82153515673145	24.15629625916987
ENSMUSG00000002384	Bmp8b	bone morphogenetic protein 8b	3.786659728	0.7866597282405471	14.7171408816367	0.979877286309593	24.17072089169992
ENSMUSG00000002393	Nr2f6	nuclear receptor subfamily 2, group F, member 6	7.551602569	0.551602568825997	12.936085781679678	6.438569696001	25.386273412521973
ENSMUSG00000002395	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	7.55152721	0.5515272101815615	11.493855449240822	6.3646699501899695	25.915351336605998
ENSMUSG00000002396	Ocel1	occludin/ELL domain containing 1	7.551581611	0.5515816107535252	12.97710100677111	5.6664797027596	24.878471842832013
ENSMUSG00000002413	Braf	Braf transforming gene	5.26489425	0.26489424966434044	16.899191683334827	6.20683631820646	23.789512125031806
ENSMUSG00000002416	Ndufb2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2	5.264450991	0.2644509911428036	13.399811959325685	4.85067533493217	24.34146471147162
ENSMUSG00000002428	Hltf	helicase-like transcription factor	2.125519812	0.1255198117116955	15.888909689476375	5.180892491840241	23.811451432765974
