Row.names	Gene.names	Gene.description	AvgChrs	NormPosition	Gene Length	AT2_18M_F0	AT2_18M_F0_P
ENSMUSG00000000184	Ccnd2	cyclin D2	5.849082478	0.8490824778341021	14.722327264280164	5.2079168428382	24.117164743285688
ENSMUSG00000000216	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	6.837116719	0.8371167192430323	15.053077387099254	3.90146512413248	23.905871467245888
ENSMUSG00000000253	Gmpr	guanosine monophosphate reductase	12.378093359000001	0.3780933591179572	15.500468462953087	2.84221729153996	24.027622800315463
ENSMUSG00000000266	Mid2	midline 2	19.822750911	0.8227509106388767	16.65390868036994	4.945859243490942	23.672864250062293
ENSMUSG00000000276	Dgke	diacylglycerol kinase, epsilon	10.729432827	0.7294328272634361	14.950874800191977	4.48642762485364	23.927741840919204
ENSMUSG00000000278	Scpep1	serine carboxypeptidase 1	10.728521378	0.7285213783595579	14.940543015138166	6.53082174421209	24.621421568077054
ENSMUSG00000000282	Mnt	max binding protein	10.613014118999999	0.6130141186524923	13.853796870064917	4.56589283414933	24.155173238091407
ENSMUSG00000000290	Itgb2	integrin beta 2	9.59335081	0.5933508103099252	15.113742166049189	0.901465124132484	24.24636199356818
ENSMUSG00000000296	Tpd52l1	tumor protein D52-like 1	9.240171152	0.2401711517747279	16.79337469512168	0.16352272347973998	24.356174267467726
ENSMUSG00000000305	Cdh4	cadherin 4	1.986588991	0.9865889914726896	18.801651528948394	2.5202891966526	24.200920573222582
ENSMUSG00000000320	Alox12	arachidonate 12-lipoxygenase	10.575417281	0.5754172814044347	13.762382038710392	1.4935925381275998	24.117244214436887
ENSMUSG00000000325	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome	15.187130095	0.18713009545232714	15.845833042278075	4.24396473926197	23.8050798425822
ENSMUSG00000000339	Rtca	RNA 3'-terminal phosphate cyclase	2.727935631	0.7279356313384281	14.232196050698201	4.2509855647300805	24.024111041421982
ENSMUSG00000000346	Dazap2	DAZ associated protein 2	14.96707508	0.967075080049308	12.401946123976536	8.05944800776063	26.49761611058441
ENSMUSG00000000378	Ccm2	cerebral cavernous malformation 2	10.053830919	0.05383091913476933	15.605508455011535	4.48642762485364	23.825395384889724
ENSMUSG00000000385	Tmprss2	transmembrane protease, serine 2	15.99368859	0.9936885898883274	15.505346373498043	5.52107472809783	23.993659330061785
ENSMUSG00000000402	Egfl6	EGF-like-domain, multiple 6	19.973823882	0.9738238817913674	15.936476914945159	9.34440861998121	25.504667792355598
ENSMUSG00000000440	Pparg	peroxisome proliferator activated receptor gamma	5.770858405	0.7708584048679741	16.982013149892126	3.5202891966526	23.883726719405615
ENSMUSG00000000441	Raf1	v-raf-leukemia viral oncogene 1	5.772338845	0.7723388450538988	15.837825009196694	6.70268153458777	24.35897449247418
ENSMUSG00000000486	Sept1	septin 1	6.874742246	0.8747422459506543	14.18943851219957	1.24396473926197	24.161774162410882
ENSMUSG00000000489	Pdgfb	platelet derived growth factor, B polypeptide	14.768959937	0.7689599373570822	14.221511601331745	3.4935925381276	23.989497343827644
ENSMUSG00000000531	Grasp	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	14.97294201	0.9729420098874814	13.064742764750257	4.24396473926197	24.23443804723298
ENSMUSG00000000532	Acvr1b	activin A receptor, type 1B	14.972609490999998	0.9726094909075932	15.273832015733669	5.76752669531898	24.144090524863007
ENSMUSG00000000552	Zfp385a	zinc finger protein 385A	14.993111634000002	0.9931116338295785	14.677169057716116	2.16352272347974	24.10327769441384
ENSMUSG00000000579	Dynlt1c	dynein light chain Tctex-type 1C	16.069543239	0.06954323911463885	12.984240425230123	2.4864276248536403	24.045911395395514
ENSMUSG00000000581	C1d	C1D nuclear receptor co-repressor	10.141407421	0.1414074205515198	13.501464025860455	4.29378254691124	24.16245690173403
ENSMUSG00000000600	Krit1	KRIT1, ankyrin repeat containing	4.02518775	0.025187749592181456	15.371095967259532	4.4854508183671	23.859915083779473
ENSMUSG00000000605	Clcn4	chloride channel, voltage-sensitive 4	6.050134122999999	0.0501341230357157	14.178509245652183	6.58978747818184	24.970496506343668
ENSMUSG00000000627	Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain	5.553811539	0.553811539101483	14.767149912284852	6.4406239352405095	24.642350198940537
ENSMUSG00000000686	Abhd15	abhydrolase domain containing 15	10.635036443999999	0.6350364441540179	14.519513402326607	0.520289196652602	24.23106216739765
ENSMUSG00000000693	Loxl3	lysyl oxidase-like 3	5.5545965210000015	0.5545965211458798	14.166555407191236	1.48642762485364	24.141789847380693
ENSMUSG00000000708	Kat2b	K(lysine) acetyltransferase 2B	16.564494484	0.5644944836871879	16.691784405127613	6.4406239352405095	23.95359622265714
ENSMUSG00000000753	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	10.617747904	0.6177479035639026	13.658657792126085	4.4250270801895	24.162039043031758
ENSMUSG00000000776	Polr3d	polymerase (RNA) III (DNA directed) polypeptide D	13.563969868	0.5639698675069441	12.19537220740274	3.07855503884875	24.113300712630746
ENSMUSG00000000782	Tcf7	transcription factor 7, T cell specific	10.428134041	0.4281340412445373	14.903269925939357	2.7484852242009	24.03498376687691
ENSMUSG00000000804	Usp32	ubiquitin specific peptidase 32	10.696760564	0.6967605638752135	17.24858545953086	6.223393219019838	23.73139307440705
ENSMUSG00000000823	Zfp512b	zinc finger protein 512B	1.997112944	0.9971129444174796	13.385323176175872	5.07041331908826	24.448375494446196
ENSMUSG00000000881	Dlg3	discs large MAGUK scaffold protein 3	19.589325267	0.5893252673009284	15.62935662007961	5.91260661943136	24.086008733198423
ENSMUSG00000000884	Gnb1l	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	15.188709064000001	0.18870906423614067	16.05252559799497	0.520289196652602	24.31904165322179
ENSMUSG00000000901	Mmp11	matrix metallopeptidase 11	9.580969915	0.5809699151978989	13.69631555889282	4.10525169737375	24.09134384073927
ENSMUSG00000000903	Vpreb3	pre-B lymphocyte gene 3	9.581096148	0.5810961480368265	12.688250309133178	3.90146512413248	24.212552252154243
ENSMUSG00000000916	Nsun5	NOL1/NOP2/Sun domain family, member 5	4.891584027	0.8915840270066357	12.742309436084	3.22339321901984	24.089887247245596
ENSMUSG00000000948	Gm38393	predicted gene, 38393	6.412465654	0.41246565396459617	14.916019385147775	0.520289196652602	24.255740801382082
ENSMUSG00000000957	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	13.435848759	0.4358487586500047	13.747353829478062	5.4271797922611205	24.49754854665089
ENSMUSG00000000958	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	13.435489462	0.43548946166251423	15.56087016192533	2.4935925381276	24.08972492440525
ENSMUSG00000000976	Heatr6	HEAT repeat containing 6	10.686164647	0.686164646816048	14.875461397916377	4.863962441620831	23.99441577306615
ENSMUSG00000001034	Mapk7	mitogen-activated protein kinase 7	10.503688795	0.5036887952112858	12.449664538476192	3.5658928341493303	24.171581096283354
ENSMUSG00000001039	B9d1	B9 protein domain 1	10.503831555	0.5038315551798426	12.926851910929878	3.90146512413248	24.175234729357104
ENSMUSG00000001052	Sec24b	Sec24 related gene family, member B (S. cerevisiae)	2.812436991	0.8124369906263247	16.265798155172575	5.9675543145902505	23.914398448632017
ENSMUSG00000001053	N4bp3	NEDD4 binding protein 3	10.423049449	0.4230494486013451	12.925368991574452	2.84221729153996	24.05279210810504
ENSMUSG00000001054	Rmnd5b	required for meiotic nuclear division 5 homolog B	10.422908814	0.42290881424381865	13.577546844726958	4.24396473926197	24.137318606845856
ENSMUSG00000001062	Vps9d1	VPS9 domain containing 1	7.952451288	0.9524512880725468	13.54978466794786	3.81552063301496	24.072615101327447
ENSMUSG00000001065	Zfp276	zinc finger protein (C2H2 type) 276	7.952556527	0.9525565266532704	13.924626959905327	3.6019048422735698	24.015009443365457
ENSMUSG00000001082	Mfsd10	major facilitator superfamily domain containing 10	4.228112748	0.22811274794104355	11.801708358916462	3.82892723998313	24.33399583324006
ENSMUSG00000001089	Luzp1	leucine zipper protein 1	3.872237645	0.8722376448515935	16.37549766953659	4.708820046190089	23.715941581526085
ENSMUSG00000001095	Slc13a2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2	10.642267518999999	0.6422675189523206	14.617123050768019	1.5202891966526002	24.166581482639938
ENSMUSG00000001105	Ift20	intraflagellar transport 20	10.643327433	0.6433274329811429	12.39231742277876	6.0912896830125	25.381572564135155
ENSMUSG00000001120	Pcbp3	poly(rC) binding protein 3	9.588101122000001	0.5881011218233893	17.609856862464248	1.4935925381275998	24.33096426679025
ENSMUSG00000001128	Cfp	complement factor properdin	19.122366518	0.12236651783835192	12.57483001533763	0.901465124132484	24.084276824900407
ENSMUSG00000001134	Uxt	ubiquitously expressed transcript	19.12250313	0.12250313026038585	14.308836719585056	2.5202891966526	24.053303394451664
ENSMUSG00000001138	Cnnm3	cyclin M3	0.186830121	0.18683012103049804	13.998766701361516	4.953024156764902	24.231908637782553
ENSMUSG00000001150	Mcm3ap	minichromosome maintenance complex component 3 associated protein	9.585274082	0.5852740816168833	15.518222839915625	5.72974256228155	24.05530042101706
ENSMUSG00000001156	Mxd1	MAX dimerization protein 1	5.578737147000001	0.5787371474429496	14.432998542352967	5.07041331908826	24.153593339622915
ENSMUSG00000001157	Gmcl1	germ cell-less, spermatogenesis associated 1	5.5791009460000005	0.5791009464048944	15.344816016690622	5.07041331908826	23.92750968913893
ENSMUSG00000001158	Snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)	5.578882302	0.5788823023872876	13.193987293919182	3.7484852242009	24.109719323433872
ENSMUSG00000001166	Oas1c	2'-5' oligoadenylate synthetase 1C	4.795643991	0.7956439913294119	13.588714635582264	1.4935925381275998	24.107327116997336
ENSMUSG00000001173	Ocrl	OCRL, inositol polyphosphate-5-phosphatase	19.280294470999998	0.2802944711306905	15.706738821075572	5.275176698816071	23.882709021140204
ENSMUSG00000001175	Calm1	calmodulin 1	11.834141682	0.8341416822655894	13.341379828588275	9.35157353325517	26.472264344838187
ENSMUSG00000001227	Sema6b	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	16.590939327	0.5909393270178275	14.074977662301151	2.16352272347974	24.080001442008587
ENSMUSG00000001228	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	16.592852104000002	0.5928521043624887	14.299565785293238	1.4935925381275998	24.1493252174915
ENSMUSG00000001248	Gramd1a	GRAM domain containing 1A	6.214127469	0.2141274689770542	14.653348932151198	3.81552063301496	23.947048361803688
ENSMUSG00000001249	Hpn	hepsin	6.213879919	0.21387991920515595	14.015850582968376	5.52107472809783	24.452571077940547
ENSMUSG00000001270	Ckb	creatine kinase, brain	11.929590932	0.9295909318232858	11.539643506238036	3.70882004619008	24.33473347413756
ENSMUSG00000001288	Rarg	retinoic acid receptor, gamma	14.982724012	0.9827240115534164	14.46269397163963	5.60190484227357	24.340308429690992
ENSMUSG00000001300	Efnb2	ephrin B2	7.066763965	0.06676396456963661	15.4189067312579	2.4935925381276	24.085018140993842
ENSMUSG00000001305	Rrp15	ribosomal RNA processing 15 homolog (S. cerevisiae)	0.955304062	0.9553040624939522	14.792586968947914	2.7088200461900898	24.03898173055145
ENSMUSG00000001313	Rnd2	Rho family GTPase 2	10.831146071	0.8311460713920417	12.742730476519174	2.48545081836711	24.047422773444822
ENSMUSG00000001323	Srr	serine racemase	10.613651646000001	0.6136516463291561	14.257756130811694	5.16414538642732	24.232374896746602
ENSMUSG00000001348	Acp5	acid phosphatase 5, tartrate resistant	8.177625101	0.17762510101720685	13.133142212400601	1.5202891966526002	24.081342557289595
ENSMUSG00000001366	Fbxo9	f-box protein 9	8.626792512	0.6267925121619942	14.750602317959158	6.017154494184611	24.430330250686975
ENSMUSG00000001376	Vps50	VPS50 EARP/GARPII complex subunit	5.023714695	0.02371469487482368	16.682075604088993	4.708820046190089	23.678068964290702
ENSMUSG00000001403	Ube2c	ubiquitin-conjugating enzyme E2C	1.904790747	0.9047907471013746	13.12347479824414	1.24396473926197	24.09599198634266
ENSMUSG00000001415	Smg5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	2.552046211	0.5520462112896002	14.670545608753272	5.47448550703947	24.222632908390096
ENSMUSG00000001419	Mef2d	myocyte enhancer factor 2D	2.550846071	0.5508460714242868	14.858855208611182	6.22961191393752	24.495434428015688
ENSMUSG00000001420	Tmem79	transmembrane protein 79	2.551940628	0.5519406280992314	12.871327736134008	4.54532131390721	24.373284860671458
ENSMUSG00000001435	Col18a1	collagen, type XVIII, alpha 1	9.589994775	0.5899947750867549	16.803349147819237	4.66351753956991	23.668324052409204
ENSMUSG00000001436	Slc19a1	solute carrier family 19 (folate transporter), member 1	9.589514715	0.5895147146149662	14.811826217703567	1.90146512413248	24.13966053852559
ENSMUSG00000001445	Mrpl10	mitochondrial ribosomal protein L10	10.794916162	0.7949161617644219	12.901809684323629	4.98892796538282	24.55248393558765
ENSMUSG00000001467	Cyp51	cytochrome P450, family 51	4.026956591	0.026956591156734648	14.526560368987251	7.783123550369999	25.48900755682495
ENSMUSG00000001473	Tubb6	tubulin, beta 6 class V	17.743051506	0.7430515059214541	13.554468941854115	0.520289196652602	24.169277764440935
ENSMUSG00000001482	Def8	differentially expressed in FDCP 8	7.953958588	0.9539585884716552	15.27841315806974	3.97087764553735	23.880712193878306
ENSMUSG00000001504	Irx2	Iroquois homeobox 2	12.603143335	0.6031433353934005	12.392854039872873	8.11091848976143	26.51905139434161
ENSMUSG00000001517	Foxm1	forkhead box M1	5.857302776	0.8573027756363499	13.685953284813918	0.901465124132484	24.152429880974676
ENSMUSG00000001518	Itfg2	integrin alpha FG-GAP repeat containing 2	5.857620874	0.8576208743321754	13.91877008505239	4.953024156764902	24.25318423269796
ENSMUSG00000001521	Tulp3	tubby-like protein 3	5.857095407999999	0.8570954080909546	15.082232220173745	4.41388974070428	23.901427420406854
ENSMUSG00000001524	Gtf2h4	general transcription factor II H, polypeptide 4	16.375531733	0.3755317330887419	12.552909206533863	3.4854508183671005	24.144421831500168
ENSMUSG00000001542	Ell2	elongation factor RNA polymerase II 2	12.628953078	0.6289530779430763	16.00156213229697	6.1635227234797405	24.062842781522424
ENSMUSG00000001555	Fkbp10	FK506 binding protein 10	10.82256036	0.8225603598378517	13.15592501602658	3.22339321901984	24.05939430230407
ENSMUSG00000001569	Nom1	nucleolar protein with MIF4G domain 1	4.193936278	0.19393627809045266	14.500530705766087	4.07855503884876	23.96895803399361
ENSMUSG00000001583	Tnk1	tyrosine kinase, non-receptor, 1	10.572193745	0.5721937451778015	12.9153192176791	5.071390125574791	24.588141899781835
ENSMUSG00000001604	Tcea3	transcription elongation factor A (SII), 3	3.870634169	0.8706341689015028	14.729673845308419	4.90146512413248	24.03531030496857
ENSMUSG00000001627	Ifrd1	interferon-related developmental regulator 1	11.334848606	0.33484860552681434	15.51843801383841	4.56589283414933	23.83979022743269
ENSMUSG00000001630	Stk38l	serine/threonine kinase 38 like	5.980067374	0.9800673744671524	15.715774350502626	5.9465539513547006	24.071420813824425
ENSMUSG00000001632	Brpf1	bromodomain and PHD finger containing, 1	5.756769149	0.7567691490626477	14.11333521136513	4.703396357899268	24.131420999611628
ENSMUSG00000001642	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase)	5.229135484	0.2291354843993797	13.876900591040306	6.27650455547941	24.909786714184673
ENSMUSG00000001672	Marveld3	MARVEL (membrane-associating) domain containing 3	7.849722008	0.8497220076290939	13.802617334085179	4.16352272347974	24.08315984584378
ENSMUSG00000001674	Ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	0.621884106	0.62188410634075	13.788922203960619	4.07855503884876	24.072568578824235
ENSMUSG00000001687	Ubl3	ubiquitin-like 3	4.978226503	0.9782265032408536	15.555368022695582	7.351573533255169	24.80999101972767
ENSMUSG00000001700	Gramd3	GRAM domain containing 3	17.622561401	0.6225614008871341	16.1288804230981	4.3276441187102	23.769070685812054
ENSMUSG00000001750	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	18.063511184	0.06351118413618173	13.436060829465099	3.70882004619008	24.074527190223158
ENSMUSG00000001751	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)	10.827913963	0.8279139630962635	12.903128676812319	3.98892796538283	24.198659667531516
ENSMUSG00000001761	Smo	smoothened, frizzled class receptor	5.198671833	0.1986718325932268	14.658546227725854	3.4854508183671005	23.96073628978574
ENSMUSG00000001763	Tspan33	tetraspanin 33	5.198391049	0.1983910494369224	14.570863718847136	0.520289196652602	24.234303478032235
ENSMUSG00000001767	Crnkl1	crooked neck pre-mRNA splicing factor 1	1.80129407	0.8012940702208424	14.097949810140175	4.84221729153996	24.172363172590483
ENSMUSG00000001768	Rin2	Ras and Rab interactor 2	1.80049879	0.8004987902471047	17.69643103291242	6.4935925381276	23.703365187867917
ENSMUSG00000001785	Pwp1	PWP1 homolog, endonuclein	9.656944027	0.6569440269222862	15.863073122009878	3.36089674276978	23.93129059479492
ENSMUSG00000001786	Fbxo7	F-box protein 7	9.658303126	0.6583031264250498	14.867906113836245	4.863962441620831	23.996095651516722
ENSMUSG00000001802	Lrp3	low density lipoprotein receptor-related protein 3	6.242075147	0.242075146537137	13.917278830920374	3.333447724922049	24.01200578681369
ENSMUSG00000001844	Zdhhc4	zinc finger, DHHC domain containing 4	4.943940269	0.9439402692733896	13.640131938764611	4.912606619431362	24.313664876123166
ENSMUSG00000001864	Aif1l	allograft inflammatory factor 1-like	1.17550505	0.1755050500890589	14.508228077197867	3.6019048422735698	23.96521265242284
ENSMUSG00000001909	Trmt1	tRNA methyltransferase 1	7.654499718999999	0.6544997186386499	13.720778649167064	4.9797208152899	24.31637850211535
ENSMUSG00000001910	Nacc1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	7.654392417	0.6543924167078712	14.085057450392963	6.35317921081734	24.870057228244562
ENSMUSG00000001930	Vwf	Von Willebrand factor	5.838918286	0.8389182858538756	17.094087997670737	1.24396473926197	24.33175493953871
ENSMUSG00000001942	Siae	sialic acid acetylesterase	8.301798975	0.3017989750962137	16.51971302910413	4.607752037902942	23.70381089869813
ENSMUSG00000001948	Spa17	sperm autoantigenic protein 17	8.301845763	0.3018457626467042	13.348728154231077	4.10525169737375	24.149271661155353
ENSMUSG00000001962	Fam50a	family with sequence similarity 50, member A	19.434520415	0.43452041488616655	12.79685079526716	4.768216710096191	24.481601160210236
ENSMUSG00000001995	Sipa1l2	signal-induced proliferation-associated 1 like 2	7.9698049389999985	0.9698049391546276	17.21128945487793	4.807378913254469	23.613353257737035
ENSMUSG00000001998	Ap4e1	adaptor-related protein complex AP-4, epsilon 1	1.697578738	0.6975787381590697	15.853114583440288	3.82892723998313	23.85165973478932
ENSMUSG00000002006	Pdzd4	PDZ domain containing 4	19.431553549	0.4315535485700778	14.948093414791861	0.901465124132484	24.23572136949305
ENSMUSG00000002012	Pnck	pregnancy upregulated non-ubiquitously expressed CaM kinase	19.430670035	0.4306700348454934	12.009478745888066	2.22339321901984	24.043355545899203
ENSMUSG00000002020	Ltbp2	latent transforming growth factor beta binding protein 2	11.706156352	0.7061563524591085	16.509898686871562	2.2439647392619704	24.17353690093077
ENSMUSG00000002028	Kmt2a	lysine (K)-specific methyltransferase 2A	8.359904377000001	0.3599043774671414	16.250094821266636	6.91260661943136	24.307392815989914
ENSMUSG00000002031	Ift46	intraflagellar transport 46	8.359409591	0.3594095907937318	14.640414415816185	5.24396473926197	24.15106786990373
ENSMUSG00000002032	Tmem25	transmembrane protein 25	8.359536887	0.35953688712181403	12.43514933836693	1.4935925381275998	24.050215805516775
ENSMUSG00000002043	Trappc6a	trafficking protein particle complex 6A	6.1341589260000005	0.1341589264447629	12.919980595048962	3.98892796538283	24.195872486681687
ENSMUSG00000002052	Supt6	suppressor of Ty 6	10.640766195	0.6407661945573988	15.2600741865668	6.99602262761899	24.742895280706037
ENSMUSG00000002059	Rab34	RAB34, member RAS oncogene family	10.640470862	0.6404708615874752	11.877667574067882	5.44892494234199	25.134530180698217
ENSMUSG00000002083	Bbc3	BCL2 binding component 3	6.112164022000001	0.1121640219519525	13.260331518557601	3.5658928341493303	24.078776856533473
ENSMUSG00000002105	Slc39a13	solute carrier family 39 (metal ion transporter), member 13	1.500052121	0.5000521214209024	13.074476000734501	4.41145023692333	24.281538741177457
ENSMUSG00000002108	Nr1h3	nuclear receptor subfamily 1, group H, member 3	1.500751376	0.5007513759681724	14.19637159654198	4.41388974070428	24.053990848166976
ENSMUSG00000002109	Ddb2	damage specific DNA binding protein 2	1.500920664	0.5009206635098613	14.633108754940718	4.41388974070428	23.975181152527384
ENSMUSG00000002210	Smg9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)	6.16784209	0.16784209033546618	14.49928533899974	3.4854508183671005	23.970667556472286
ENSMUSG00000002221	Paxip1	PAX interacting (with transcription-activation domain) protein 1	4.182869189	0.1828691888343509	15.655390963689417	5.4250270801895	23.928258962025946
ENSMUSG00000002222	Rmnd5a	required for meiotic nuclear division 5 homolog A	5.47693524	0.4769352399780879	15.666307232808542	7.10194573438954	24.631111985851135
ENSMUSG00000002249	Tead3	TEA domain family member 3	16.298368799000002	0.2983687993310177	14.223850882973418	5.40048313373612	24.332483015139974
ENSMUSG00000002250	Ppard	peroxisome proliferator activator receptor delta	16.297588416	0.29758841582047346	16.068337443126527	4.5558401462585	23.761376281728708
ENSMUSG00000002265	Peg3	paternally expressed 3	6.046184641	0.0461846405157418	14.69582638996286	0.901465124132484	24.219251236461158
ENSMUSG00000002274	Metrn	meteorin, glial cell differentiation regulator	16.271571687999998	0.27157168774750884	11.324743110494417	2.5202891966526	24.0836693941421
ENSMUSG00000002289	Angptl4	angiopoietin-like 4	16.355601989	0.3556019890286142	12.933875036707343	2.4864276248536403	24.046136842712215
ENSMUSG00000002297	Dbf4	DBF4 zinc finger	4.055388165	0.055388164801660214	14.651892569585254	3.1052516973737503	23.993379606741563
ENSMUSG00000002307	Daxx	Fas death domain-associated protein	16.357021537	0.3570215371278537	12.592223421359403	4.22072891479369	24.32076083112128
ENSMUSG00000002308	Cd320	CD320 antigen	16.356325980999998	0.35632598077272903	12.706280158849161	4.493592538127599	24.392541013440116
ENSMUSG00000002324	Rec8	REC8 meiotic recombination protein	13.445321990999998	0.4453219911725525	12.845097960972975	4.3276441187102	24.303767535063713
ENSMUSG00000002325	Irf9	interferon regulatory factor 9	13.445202574000001	0.4452025737824214	12.65709510488839	4.5558401462585	24.428385050910904
ENSMUSG00000002326	Gmpr2	guanosine monophosphate reductase 2	13.445753164000001	0.4457531643706898	12.82555510087083	3.333447724922049	24.095219369949607
ENSMUSG00000002342	Tmem161a	transmembrane protein 161A	7.542328907999999	0.5423289076896056	13.46722342982096	4.48642762485364	24.218494801752527
ENSMUSG00000002343	Armc6	armadillo repeat containing 6	7.542709897000001	0.5427098971630197	13.803122072935405	2.16352272347974	24.07091863876013
ENSMUSG00000002345	Borcs8	BLOC-1 related complex subunit 8	7.542061449	0.5420614488366504	12.932952892194715	3.81552063301496	24.15681014411584
ENSMUSG00000002384	Bmp8b	bone morphogenetic protein 8b	3.786659728	0.7866597282405471	14.7171408816367	0.16352272347973998	24.26263382930852
ENSMUSG00000002393	Nr2f6	nuclear receptor subfamily 2, group F, member 6	7.551602569	0.551602568825997	12.936085781679678	6.078555038848751	25.16352395251256
ENSMUSG00000002395	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	7.55152721	0.5515272101815615	11.493855449240822	6.70339635789927	26.128349813867867
ENSMUSG00000002396	Ocel1	occludin/ELL domain containing 1	7.551581611	0.5515816107535252	12.97710100677111	5.69021419809491	24.90636421443776
ENSMUSG00000002409	Dyrk1b	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b	6.193778182000001	0.19377818191441548	12.933875036707343	4.3276441187102	24.285243406990872
ENSMUSG00000002413	Braf	Braf transforming gene	5.26489425	0.26489424966434044	16.899191683334827	6.134999040767809	23.793407794225242
ENSMUSG00000002416	Ndufb2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2	5.264450991	0.2644509911428036	13.399811959325685	5.05131966131957	24.435917485015757
ENSMUSG00000002428	Hltf	helicase-like transcription factor	2.125519812	0.1255198117116955	15.888909689476375	5.16414538642732	23.823178916465455
ENSMUSG00000002458	Rgs19	regulator of G-protein signaling 19	1.997682617	0.9976826174907539	12.440350119200563	1.4935925381275998	24.050431498906452
ENSMUSG00000002459	Rgs20	regulator of G-protein signaling 20	0.025527601	0.025527601090183923	17.2940911992917	0.16352272347973998	24.36907353886396
ENSMUSG00000002475	Abhd3	abhydrolase domain containing 3	17.117698792	0.11769879154232768	15.928333307585147	3.16352272347974	23.969516338860988
ENSMUSG00000002486	Tchp	trichoplein, keratin filament binding	4.755525948	0.7555259475496391	13.830416171792939	3.24396473926197	24.017726288907404
ENSMUSG00000002489	Tiam1	T cell lymphoma invasion and metastasis 1	15.916072545	0.9160725453000824	18.444181808662336	4.22339321901985	23.67991032132891
ENSMUSG00000002496	Tsc2	tuberous sclerosis 2	16.259131805	0.2591318051447125	15.167966892831384	6.9126923795557405	24.73596896844907
ENSMUSG00000002550	Uck1	uridine-cytidine kinase 1	1.177129259	0.17712925943258245	12.332316330199218	4.8556614345193605	24.648562608534313
ENSMUSG00000002580	Mien1	migration and invasion enhancer 1	10.806326170999998	0.8063261714658091	10.325305455089682	5.07855503884875	25.330177011335174
